        time,ref_pose_x,ref_pose_y,ref_pose_z,        ref_roll,ref_pitch,ref_yaw,        algo_pose_x,algo_pose_y,algo_pose_z,        algo_roll,algo_pitch,algo_yaw,        align_pose_x,align_pose_y,align_pose_z,        align_pose_x,align_pose_y,align_yaw
1.40E+12,4.567064,-1.675018,0.572032,-165.3293055,-73.83340683,156.0364022,0.172612674,-0.031203697,-0.366706225,-163.9902004,-73.91849037,6.192985115,4.859713696,-1.830977496,0.562488876,4.512702304,1.738492504,158.2877815
1.40E+12,4.566895,-1.674848,0.572049,-165.2865541,-73.81830528,155.990114,0.172607447,-0.031250258,-0.366679401,-163.9449497,-73.9240342,6.141013268,4.859708469,-1.831024057,0.5625157,4.512707531,1.738445943,158.2358096
1.40E+12,4.566626,-1.674797,0.572009,-165.312591,-73.80568743,156.0135445,0.172606435,-0.031265391,-0.366683731,-163.9656233,-73.92449933,6.159438277,4.859707456,-1.83103919,0.56251137,4.512708543,1.73843081,158.2542347
1.40E+12,4.565997,-1.674642,0.572066,-165.3123851,-73.81288598,156.0051261,0.172646436,-0.031291253,-0.366674269,-164.0026507,-73.93011538,6.190398122,4.859747458,-1.831065052,0.562520832,4.512668542,1.738404948,158.2851945
1.40E+12,4.565847,-1.674815,0.572002,-165.2689509,-73.80559581,155.963495,0.172619707,-0.03132228,-0.366663961,-163.9750838,-73.93128303,6.160901952,4.859720729,-1.831096079,0.56253114,4.512695271,1.738373921,158.2556983
1.40E+12,4.566811,-1.675271,0.571999,-165.2263947,-73.80390251,155.913286,0.172702315,-0.031289131,-0.366648761,-163.9563622,-73.92127557,6.135324743,4.859803337,-1.83106293,0.56254634,4.512612663,1.73840707,158.2301211
1.40E+12,4.568258,-1.675337,0.571752,-165.1863999,-73.7806951,155.8578274,0.172731501,-0.031311158,-0.366621922,-163.9454004,-73.91459649,6.104287586,4.859832523,-1.831084957,0.562573179,4.512583477,1.738385043,158.199084
1.40E+12,4.567783,-1.67525,0.57194,-165.1966361,-73.7779026,155.8526691,0.172749642,-0.031353136,-0.366623801,-163.9468824,-73.90693359,6.09128361,4.859850664,-1.831126934,0.5625713,4.512565336,1.738343065,158.18608
1.40E+12,4.567197,-1.675026,0.571907,-165.1930701,-73.73732467,155.7987028,0.172724665,-0.031407918,-0.366624816,-163.9905617,-73.86524061,6.084005535,4.859825687,-1.831181717,0.562570285,4.512590313,1.738288283,158.1788019
1.40E+12,4.566647,-1.674759,0.571766,-165.1912923,-73.75003081,155.7549361,0.172719118,-0.031474104,-0.366598823,-164.0022401,-73.85523304,6.053637572,4.85982014,-1.831247903,0.562596277,4.51259586,1.738222097,158.148434
1.40E+12,4.566856,-1.674783,0.571674,-165.183215,-73.75408297,155.7298245,0.172693215,-0.031535599,-0.366565361,-164.0061873,-73.85924181,6.03951779,4.859794237,-1.831309397,0.56262974,4.512621763,1.738160602,158.1343142
1.40E+12,4.566843,-1.674718,0.571695,-165.2453089,-73.69347533,155.6918202,0.172602764,-0.031567506,-0.366489367,-164.0642339,-73.80171656,5.996084687,4.859703785,-1.831341305,0.562705734,4.512712214,1.738128695,158.0908811
1.40E+12,4.56798,-1.674845,0.571526,-165.1810222,-73.65979907,155.5899935,0.17253196,-0.031628279,-0.366424964,-164.0087408,-73.75819807,5.904802323,4.859632982,-1.831402078,0.562770137,4.512783018,1.738067922,157.9995987
1.40E+12,4.568009,-1.674154,0.571978,-165.7653279,-73.35334749,156.0649808,0.172339859,-0.032182727,-0.366318338,-164.6042914,-73.43997653,6.402181199,4.859440881,-1.831956526,0.562876763,4.512975119,1.737513474,158.4969776
1.40E+12,4.570414,-1.671886,0.571886,-167.1025269,-72.43644201,157.0748722,0.170736197,-0.035753313,-0.366488375,-165.9516289,-72.51452762,7.43275514,4.857837219,-1.835527112,0.562706726,4.514578781,1.733942888,159.5275515
1.40E+12,4.576484,-1.668125,0.571705,-167.8968379,-71.36359306,157.5003453,0.167922232,-0.042245864,-0.366778268,-166.7418522,-71.44190424,7.859810828,4.855023253,-1.842019663,0.562416833,4.517392746,1.727450337,159.9546072
1.40E+12,4.584392,-1.662938,0.572127,-169.0866666,-70.92374024,158.361061,0.164371574,-0.051020664,-0.366284078,-167.9106592,-71.01099684,8.703351669,4.851472596,-1.850794463,0.562911023,4.520943404,1.718675537,160.7981481
1.40E+12,4.593311,-1.654758,0.571072,-171.5195804,-71.26642708,160.5440161,0.160130607,-0.062966371,-0.367024561,-170.3138664,-71.36292532,10.8629599,4.847231629,-1.86274017,0.56217054,4.525184371,1.70672983,162.9577563
1.40E+12,4.606058,-1.644447,0.570487,-175.2819121,-71.22588009,164.1267907,0.153192944,-0.078699883,-0.366943033,-174.0374083,-71.34414088,14.40365091,4.840293966,-1.878473682,0.562252068,4.532122034,1.690996318,166.4984473
1.40E+12,4.622305,-1.633375,0.575424,179.3996822,-69.98102413,169.2361635,0.143234926,-0.097304491,-0.361205768,-179.4196277,-70.13092092,19.57370514,4.830335948,-1.89707829,0.567989333,4.542080052,1.67239171,171.6685015
1.40E+12,4.640324,-1.623922,0.589431,175.5235107,-68.41736214,172.9474528,0.131071436,-0.115443753,-0.346585929,176.6131138,-68.5789182,23.3837705,4.818172458,-1.915217552,0.582609172,4.554243542,1.654252448,175.4785669
1.40E+12,4.656051,-1.618147,0.611254,174.7682927,-67.03193957,173.7235499,0.119812941,-0.128701893,-0.324391174,175.8002326,-67.18422667,24.20461634,4.806913963,-1.928475692,0.604803927,4.565502037,1.640994308,176.2994127
1.40E+12,4.666672,-1.615971,0.638907,177.4059781,-67.01152416,171.3334063,0.110359333,-0.136730124,-0.296437613,178.4755481,-67.1410667,21.77561791,4.797460355,-1.936503923,0.632757488,4.574955645,1.632966077,173.8704143
1.40E+12,4.671904,-1.614962,0.665206,179.2108889,-67.94952619,169.7440553,0.109957067,-0.137916947,-0.269502894,-179.6970905,-68.07698098,20.07534775,4.797058088,-1.937690745,0.659692207,4.575357911,1.631779254,172.1701441
1.40E+12,4.673837,-1.614435,0.67271,179.8702299,-68.08110746,169.2950345,0.109566316,-0.138876449,-0.261840414,-178.9913981,-68.21192697,19.56961719,4.796667338,-1.938650248,0.667354687,4.575748662,1.630819752,171.6644136
1.40E+12,4.672463,-1.613582,0.665946,179.9627216,-67.52919756,169.3265331,0.110950362,-0.13820344,-0.269049065,-178.9057111,-67.67782856,19.60539372,4.798051384,-1.937977239,0.660146036,4.574364616,1.631492761,171.7001901
1.40E+12,4.666289,-1.613357,0.660209,179.5772407,-67.38535626,169.8473357,0.115331844,-0.135397172,-0.275179947,-179.2552553,-67.55491862,20.09234119,4.802432866,-1.935170971,0.654015154,4.569983134,1.634299029,172.1871376
1.40E+12,4.655261,-1.61383,0.669651,179.5769779,-67.93244786,170.0022647,0.124121323,-0.129637661,-0.265926416,-179.2255528,-68.10030722,20.21664016,4.811222345,-1.92941146,0.663268685,4.561193655,1.64005854,172.3114365
1.40E+12,4.64008,-1.615053,0.695786,179.6087116,-69.14031681,170.0805733,0.136757006,-0.1208932,-0.239228214,-179.1356825,-69.29576633,20.23226824,4.823858028,-1.920666999,0.689966887,4.548557972,1.648803001,172.3270646
1.40E+12,4.622801,-1.617358,0.737144,-179.5272715,-70.2797716,169.3659623,0.150063882,-0.110488469,-0.197065246,-178.1990564,-70.42480933,19.43638779,4.837164903,-1.910262268,0.732129855,4.535251096,1.659207732,171.5311842
1.40E+12,4.605854,-1.620291,0.785594,-178.9251475,-70.90178778,168.8711289,0.162935249,-0.099977163,-0.147884483,-177.5746843,-71.03704895,18.90116265,4.850036271,-1.899750962,0.781310618,4.522379729,1.669719038,170.995959
1.40E+12,4.591704,-1.623978,0.831973,-175.5432449,-71.12049946,165.7608271,0.174575587,-0.089795454,-0.100888536,-174.1582235,-71.21847466,15.75213317,4.861676609,-1.889569253,0.828306565,4.510739391,1.679900747,167.8469296
1.40E+12,4.578643,-1.626181,0.873689,-172.0645135,-71.19825437,162.518337,0.185282927,-0.081989398,-0.058245245,-170.6742437,-71.25343741,12.49095549,4.872383949,-1.881763197,0.870949856,4.500032051,1.687706803,164.5857519
1.40E+12,4.567656,-1.625353,0.903971,-170.7086521,-71.21042384,161.2841133,0.194238964,-0.07718743,-0.027147449,-169.2968277,-71.25303824,11.2334781,4.881339986,-1.876961229,0.902047652,4.491076014,1.692508771,163.3282745
1.40E+12,4.558981,-1.621374,0.919865,-171.3629068,-71.33555884,161.9301048,0.202173797,-0.07595737,-0.010154758,-169.9254441,-71.38030071,11.85134859,4.889274819,-1.875731169,0.919040343,4.483141181,1.693738831,163.946145
1.40E+12,4.55201,-1.614142,0.927297,-173.6253521,-71.90253737,164.1429788,0.215535062,-0.079969968,-0.007833645,-172.1606387,-71.9077242,13.99410935,4.902636084,-1.879743767,0.921361456,4.469779916,1.689726233,166.0889057
1.40E+12,4.548298,-1.604952,0.931148,-176.3477997,-72.76183254,166.8740312,0.222947801,-0.086423384,-0.006095378,-174.8043135,-72.77870701,16.63105583,4.910048823,-1.886197183,0.923099723,4.462367177,1.683272817,168.7258522
1.40E+12,4.548995,-1.59547,0.930224,-178.0080487,-73.02527124,168.6478744,0.226850416,-0.094871686,-0.008148347,-176.4993978,-73.04803091,18.41937257,4.913951438,-1.894645485,0.921046754,4.458464562,1.674824515,170.5141689
1.40E+12,4.553938,-1.586783,0.924128,-178.2635431,-72.42099783,169.1281595,0.226795736,-0.104611093,-0.014774196,-176.850233,-72.44603859,18.98049932,4.913896757,-1.904384892,0.914420905,4.458519242,1.665085108,171.0752957
1.40E+12,4.562374,-1.578693,0.913799,-178.4927331,-71.50594821,169.5064109,0.223161678,-0.115855198,-0.024854152,-177.09783,-71.53216041,19.38280924,4.9102627,-1.915628996,0.904340949,4.4621533,1.653841003,171.4776056
1.40E+12,4.572777,-1.571179,0.900558,-178.9247868,-70.45412627,169.969799,0.21760096,-0.127669247,-0.037560654,-177.5666699,-70.48125534,19.88667995,4.904701982,-1.927443046,0.891634447,4.467714018,1.642026954,171.9814763
1.40E+12,4.583552,-1.564115,0.889209,-179.0634418,-69.43040309,170.1228454,0.21164089,-0.139208249,-0.047730024,-177.7517756,-69.4599134,20.0955902,4.898741912,-1.938982048,0.881465077,4.473674088,1.630487952,172.1903866
1.40E+12,4.593112,-1.557457,0.89024,-179.0916448,-69.87551319,170.1875857,0.207113953,-0.149782969,-0.04595598,-177.7510489,-69.901581,20.12401238,4.894214975,-1.949556768,0.883239121,4.478201025,1.619913232,172.2188088
1.40E+12,4.601397,-1.551079,0.902354,-178.7516418,-70.73255586,169.9256007,0.20378086,-0.1598781,-0.033531196,-177.3584511,-70.75283009,19.81530008,4.890881882,-1.959651899,0.895663905,4.481534118,1.609818101,171.9100965
1.40E+12,4.609711,-1.544793,0.923219,-178.0346208,-70.93888724,169.2703501,0.199843717,-0.16982038,-0.013323791,-176.6273736,-70.95819727,19.15062717,4.886944739,-1.969594179,0.91587131,4.485471261,1.599875821,171.2454235
1.40E+12,4.619269,-1.537765,0.950098,-177.0384896,-70.92398316,168.0025589,0.195322822,-0.18062293,0.012571042,-175.6642876,-70.94100904,17.92292646,4.882423844,-1.980396729,0.941766143,4.489992156,1.589073271,170.0177228
1.40E+12,4.629722,-1.528826,0.965756,-176.6691133,-70.64175983,166.728877,0.190099718,-0.193258333,0.027751068,-175.3075303,-70.66109945,16.6656467,4.87720074,-1.993032132,0.956946169,4.49521526,1.576437868,168.7604431
1.40E+12,4.642063,-1.519575,0.964289,-176.9666751,-69.7278372,166.0353121,0.184210004,-0.206863192,0.025786787,-175.6686733,-69.75683145,16.04425453,4.871311026,-2.006636991,0.954981888,4.501104974,1.562833009,168.1390509
1.40E+12,4.653572,-1.508839,0.953509,-177.628308,-68.38387929,165.3039859,0.179834162,-0.221999758,0.014601093,-176.3627324,-68.42368149,15.35478605,4.866935184,-2.021773557,0.943796194,4.505480816,1.547696443,167.4495824
1.40E+12,4.662101,-1.496693,0.941717,-178.3821349,-67.18739127,164.5859125,0.179195344,-0.236787693,0.002427149,-177.1431363,-67.23221694,14.67503788,4.866296366,-2.036561492,0.93162225,4.506119634,1.532908508,166.7698343
1.40E+12,4.665149,-1.484186,0.937077,-179.2009751,-66.75689561,164.3125909,0.183988168,-0.249364226,-0.001819345,-177.936048,-66.80874295,14.38573487,4.87108919,-2.049138025,0.927375756,4.50132681,1.520331975,166.4805312
1.40E+12,4.660033,-1.470612,0.945151,-179.2895301,-67.74803848,163.669598,0.195565571,-0.259005287,0.006451283,-177.921312,-67.80686903,13.6139064,4.882666593,-2.058779086,0.935646384,4.489749407,1.510690914,165.7087028
1.40E+12,4.651034,-1.457093,0.962984,-178.1167671,-69.75489609,162.0742249,0.210219518,-0.266878883,0.024629088,-176.583426,-69.81676067,11.82212559,4.89732054,-2.066652682,0.953824189,4.47509546,1.502817318,163.916922
1.40E+12,4.641685,-1.44367,0.985606,-175.1582769,-70.89965999,158.9891396,0.225118378,-0.274605587,0.047534201,-173.5172108,-70.94548653,8.629805088,4.9122194,-2.074379386,0.976729301,4.4601966,1.495090614,160.7246015
1.40E+12,4.63401,-1.428778,1.009737,-173.3256817,-71.09924632,157.1562973,0.23936538,-0.284514524,0.071987497,-171.6515908,-71.13649684,6.769921613,4.926466402,-2.084288323,1.001182598,4.445949598,1.485181677,158.864718
1.40E+12,4.628438,-1.411968,1.029395,-172.3612391,-71.01929685,156.3091972,0.253141834,-0.296821738,0.0919223,-170.7061607,-71.05185434,5.928463068,4.940242855,-2.096595537,1.021117401,4.432173144,1.472874463,158.0232594
1.40E+12,4.625161,-1.392975,1.042545,-171.4986502,-70.83995073,155.6607502,0.265506378,-0.312549949,0.104950481,-169.8618513,-70.87124713,5.284719704,4.9526074,-2.112323748,1.034145582,4.4198086,1.457146252,157.3795161
1.40E+12,4.623792,-1.370295,1.049539,-172.164412,-70.83907997,156.2942169,0.277488102,-0.331767232,0.111677745,-170.5683943,-70.87916377,5.937871911,4.964589124,-2.131541031,1.040872846,4.407826876,1.437928969,158.0326683
1.40E+12,4.624448,-1.343639,1.049224,-174.8077848,-70.22279671,158.138554,0.287955422,-0.355842,0.111938867,-173.2924824,-70.27253699,7.839201072,4.975056444,-2.155615799,1.041133968,4.397359556,1.413854201,159.9339975
1.40E+12,4.623054,-1.314262,1.046424,-176.721577,-69.2516376,159.060813,0.298562087,-0.381239182,0.110457341,-175.3156158,-69.30864586,8.835225696,4.985663109,-2.181012981,1.039652442,4.386752891,1.388457019,160.9300221
1.40E+12,4.623202,-1.285373,1.051595,-177.5941669,-68.50746713,159.1939101,0.307952265,-0.407428092,0.116718614,-176.2274903,-68.55652467,9.031396304,4.995053287,-2.207201891,1.045913715,4.377362713,1.362268109,161.1261927
1.40E+12,4.62412,-1.256514,1.065473,-178.1477969,-68.27295072,159.0395083,0.317269944,-0.434307029,0.132183417,-176.7440266,-68.30368447,8.909293954,5.004370966,-2.234080827,1.061378518,4.368045034,1.335389172,161.0040903
1.40E+12,4.621816,-1.225384,1.078246,-178.1918362,-68.3582719,157.9115023,0.331856943,-0.460917944,0.145860573,-176.7016471,-68.35683233,7.803526192,5.018957965,-2.260691743,1.075055674,4.353458035,1.308778257,159.8983226
1.40E+12,4.615743,-1.193076,1.086086,-177.6443233,-68.8223722,156.2018848,0.352229952,-0.487779068,0.155008796,-175.9702989,-68.77989065,6.058846696,5.039330974,-2.287552867,1.084203897,4.333085026,1.281917133,158.1536431
1.40E+12,4.607102,-1.160142,1.088539,-175.7536427,-69.41241243,153.4951555,0.375980125,-0.512750314,0.159267367,-173.9136387,-69.30837626,3.335594229,5.063081147,-2.312524113,1.088462468,4.309334853,1.256945887,155.4303906
1.40E+12,4.598642,-1.125232,1.084953,-173.196137,-69.95954526,149.7029072,0.401755932,-0.539741154,0.156814148,-171.2231926,-69.77235907,-0.445979736,5.088856954,-2.339514953,1.086009249,4.283559046,1.229955047,151.6488166
1.40E+12,4.591567,-1.087119,1.073545,-172.8936842,-69.507943,147.5915241,0.429583688,-0.568291265,0.145173247,-170.8907927,-69.26208122,-2.43771929,5.11668471,-2.368065064,1.074368347,4.25573129,1.201404936,149.6570771
1.40E+12,4.585324,-1.045343,1.055498,-174.295998,-68.37270325,146.7024721,0.456325097,-0.600356649,0.12661713,-172.396146,-68.09970638,-3.165900037,5.143426119,-2.400130448,1.055812231,4.228989881,1.169339552,148.9288963
1.40E+12,4.578369,-0.999772,1.032957,-175.7329443,-67.51772249,145.4881348,0.485121716,-0.634744149,0.102994301,-173.9166988,-67.2239366,-4.267259011,5.172222738,-2.434517948,1.032189402,4.200193262,1.134952052,147.8275374
1.40E+12,4.567159,-0.950253,1.008212,-176.4102422,-67.04364352,143.5360171,0.518539356,-0.668618529,0.075438568,-174.6479011,-66.72560251,-6.155994498,5.205640378,-2.468392328,1.004633669,4.166775622,1.101077672,145.9388019
1.40E+12,4.553997,-0.899783,0.989345,-176.9671895,-66.98115464,142.0729118,0.554099626,-0.703068173,0.055072948,-175.1766022,-66.64477913,-7.587220348,5.241200647,-2.502841972,0.984268049,4.131215352,1.066628028,144.507576
1.40E+12,4.537393,-0.847678,0.979078,-177.1623689,-67.72527577,140.8934383,0.592178885,-0.73800026,0.043926697,-175.2382756,-67.37487449,-8.827162626,5.279279907,-2.537774059,0.973121798,4.093136093,1.031695941,143.2676338
1.40E+12,4.51717,-0.792974,0.977803,-177.0570444,-69.33547235,139.8174005,0.634140372,-0.773215119,0.042404023,-174.9309665,-68.96358738,-10.04315106,5.321241394,-2.572988918,0.971599124,4.051174606,0.996481082,142.0516453
1.40E+12,4.496067,-0.737282,0.983106,-176.9122247,-70.45490824,139.09376,0.679824627,-0.805645952,0.047445617,-174.5766342,-70.04520471,-10.8667974,5.366925649,-2.605419751,0.976640718,4.005490351,0.964050249,141.227999
1.40E+12,4.475859,-0.682112,0.992792,-177.2922172,-70.25336889,139.2279023,0.726374395,-0.836238799,0.057353351,-174.841944,-69.80401503,-10.6919792,5.413475417,-2.636012598,0.986548452,3.958940583,0.933457402,141.4028172
1.40E+12,4.45576,-0.627425,1.008475,-178.3791319,-69.78228998,140.3136135,0.772686176,-0.869178052,0.071568022,-175.8850243,-69.32500428,-9.556393664,5.459787198,-2.668951851,1.000763123,3.912628802,0.900518149,142.5384027
1.40E+12,4.434287,-0.573308,1.028893,179.7106668,-69.58730919,142.373109,0.817705948,-0.903496103,0.089265407,-177.7741644,-69.15621647,-7.532124088,5.50480697,-2.703269901,1.018460508,3.86760903,0.866200098,144.5626723
1.40E+12,4.411191,-0.520395,1.045326,178.6119306,-69.33534807,143.7733604,0.864965125,-0.935534332,0.105114997,-178.900209,-68.91348573,-6.107010978,5.552066146,-2.735308131,1.034310098,3.820349853,0.834161869,145.9877854
1.40E+12,4.385916,-0.468903,1.056056,179.558776,-69.24289056,143.2161388,0.911585492,-0.966894744,0.11342545,-178.0486695,-68.83834471,-6.638430581,5.598686514,-2.766668542,1.042620551,3.773729486,0.802801457,145.4563658
1.40E+12,4.359432,-0.418638,1.060804,-179.1477072,-69.23977442,142.2824725,0.959549325,-0.996436255,0.11667484,-176.8167211,-68.83838723,-7.555152371,5.646650346,-2.796210054,1.045869941,3.725765653,0.773259946,144.539644
1.40E+12,4.332451,-0.368362,1.060283,-178.2754268,-69.26216016,141.6278562,1.006623951,-1.023567806,0.115896681,-176.1055333,-68.86228151,-8.16387206,5.693724973,-2.823341605,1.045091782,3.678691027,0.746128395,143.9309243
1.40E+12,4.305004,-0.317732,1.056628,-177.9352651,-69.59077218,141.4515496,1.055118949,-1.052248895,0.111364736,-175.8092081,-69.20191593,-8.359541604,5.742219971,-2.852022694,1.040559837,3.630196029,0.717447306,143.7352548
1.40E+12,4.277108,-0.267626,1.05105,-177.7210928,-70.00216922,141.3706591,1.102156071,-1.081010601,0.105214436,-175.6500388,-69.63112072,-8.469223991,5.789257093,-2.8807844,1.034409537,3.583158907,0.6886856,143.6255724
1.40E+12,4.249733,-0.217828,1.044285,-177.6610552,-70.17521394,141.4090438,1.144959249,-1.109202311,0.09907146,-175.7848236,-69.8289306,-8.383228915,5.832060271,-2.90897611,1.028266561,3.540355729,0.66049389,143.7115675
1.40E+12,4.222561,-0.168383,1.033346,-177.7690903,-70.19294513,141.6079203,1.192471764,-1.138438149,0.086471605,-175.9269055,-69.86778099,-8.185526417,5.879572786,-2.938211948,1.015666706,3.492843214,0.631258052,143.90927
1.40E+12,4.195955,-0.120024,1.016913,-178.4134439,-70.17105783,142.335225,1.232108819,-1.16537676,0.070165042,-176.7482673,-69.87842493,-7.410555459,5.919209841,-2.965150559,0.999360143,3.453206159,0.604319441,144.6842409
1.40E+12,4.169541,-0.07332,0.998713,-179.254794,-70.18491461,143.2621906,1.277682718,-1.192855883,0.050966962,-177.6220777,-69.91343777,-6.477338765,5.96478374,-2.992629682,0.980162063,3.40763226,0.576840318,145.6174576
1.40E+12,4.14272,-0.027624,0.982733,-179.7134015,-70.0661659,143.8686817,1.32304315,-1.220099357,0.036310401,-178.1358796,-69.81623115,-5.852473214,6.010144171,-3.019873156,0.965505502,3.362271828,0.549596844,146.2423232
1.40E+12,4.117491,0.015351,0.973574,179.9985964,-70.05734717,144.2881378,1.365251199,-1.246012243,0.028918891,-178.4729874,-69.82109712,-5.425607911,6.052352221,-3.045786042,0.958113992,3.320063779,0.523683958,146.6691885
1.40E+12,4.089027,0.059131,0.971489,179.2617649,-69.90071605,145.0495816,1.401974537,-1.269855068,0.030791023,-179.4132627,-69.66893488,-4.598978413,6.089075559,-3.069628867,0.959986123,3.283340441,0.499841133,147.495818
1.40E+12,4.060294,0.101336,0.972044,179.1339077,-69.89482933,145.1586861,1.445322841,-1.290291032,0.030136441,-179.6217942,-69.67129958,-4.472759215,6.132423863,-3.090064831,0.959331542,3.239992137,0.479405169,147.6220372
1.40E+12,4.031076,0.141459,0.974427,178.5167237,-70.2564239,145.7271077,1.485296828,-1.309435871,0.032206929,179.7062253,-70.04821098,-3.926502225,6.17239785,-3.10920967,0.96140203,3.20001815,0.46026033,148.1682942
1.40E+12,4.002063,0.17849,0.976797,176.9991002,-70.40493437,147.038297,1.523246326,-1.325461993,0.034186285,178.1287545,-70.21420844,-2.616462025,6.210347348,-3.125235792,0.963381386,3.162068652,0.444234208,149.4783344
1.40E+12,3.971547,0.21265,0.974557,177.6545876,-70.5140501,146.2727889,1.557505897,-1.338731023,0.034763657,178.6013867,-70.30411427,-3.311942087,6.244606919,-3.138504821,0.963958758,3.127809081,0.430965178,148.7828543
1.40E+12,3.941186,0.243492,0.965352,178.0680649,-70.4454388,145.7637076,1.599375793,-1.349856129,0.0241676,178.9917988,-70.24168331,-3.811060401,6.286476815,-3.149629928,0.9533627,3.085939185,0.419840072,148.283736
1.40E+12,3.910216,0.271156,0.948905,-179.5209202,-69.6614375,143.5955401,1.637310262,-1.357724809,0.008531205,-178.6677552,-69.46170396,-5.930875082,6.324411283,-3.157498608,0.937726306,3.048004716,0.411971392,146.1639213
1.40E+12,3.877481,0.297581,0.927918,-176.2212481,-68.36063396,141.2515468,1.67466511,-1.363704707,-0.009272722,-175.5143178,-68.15115789,-8.18860123,6.361766132,-3.163478506,0.919922379,3.010649868,0.405991494,143.9061952
1.40E+12,3.842085,0.325556,0.906279,-174.2635427,-67.59317615,140.9962173,1.718700675,-1.3715076,-0.030057468,-173.5494948,-67.38745124,-8.450399925,6.405801697,-3.171281399,0.899137633,2.966614303,0.398188601,143.6443965
1.40E+12,3.804625,0.356262,0.890813,-174.0746375,-67.60165485,143.1999963,1.76234856,-1.381565029,-0.042846671,-173.3485089,-67.40478203,-6.298492862,6.449449582,-3.181338828,0.88634843,2.922966418,0.388131172,145.7963035
1.40E+12,3.764656,0.390529,0.884756,-176.5361962,-68.62531874,148.3213557,1.809955608,-1.392867299,-0.047941406,-175.7483572,-68.44777434,-1.264730491,6.49705663,-3.192641098,0.881253695,2.87535937,0.376828902,150.8300659
1.40E+12,3.723342,0.42701,0.88465,-179.2298736,-69.30653446,153.2149759,1.86180368,-1.405505689,-0.04795083,-178.3862903,-69.14289941,3.564420765,6.548904702,-3.205279488,0.881244271,2.823511298,0.364190512,155.6592171
1.40E+12,3.681676,0.463451,0.887565,179.3612264,-69.50500093,156.340738,1.910649406,-1.416660276,-0.045269031,-179.7507747,-69.35232342,6.643731024,6.597750428,-3.216434075,0.88392607,2.774665572,0.353035925,158.7385274
1.40E+12,3.639234,0.498918,0.886203,178.8913199,-69.5323148,158.0105619,1.96103917,-1.426595204,-0.04767464,179.8007633,-69.38680393,8.287863758,6.648140192,-3.226369002,0.88152046,2.724275808,0.343100997,160.3826601
1.40E+12,3.596111,0.532917,0.878376,179.7902758,-69.2194222,157.8923953,2.013190652,-1.435589971,-0.057615661,-179.2838545,-69.08855962,8.154211443,6.700291673,-3.23536377,0.87157944,2.672124326,0.33410623,160.2490078
1.40E+12,3.552029,0.566211,0.865404,-178.5075355,-68.77039997,156.6256965,2.064584373,-1.443646058,-0.070906245,-177.5871097,-68.63821133,6.896637498,6.751685395,-3.243419857,0.858288856,2.620730605,0.326050143,158.9914339
1.40E+12,3.506887,0.599631,0.848151,-177.3953905,-68.37065917,155.6247664,2.118822234,-1.451368435,-0.086960399,-176.4852458,-68.22639628,5.912221802,6.805923255,-3.251142234,0.842234702,2.566492745,0.318327766,158.0070182
1.40E+12,3.459755,0.634737,0.829346,-176.9240981,-67.90934048,154.9852588,2.175781228,-1.45916445,-0.105405446,-176.0203243,-67.75822249,5.273293016,6.86288225,-3.258938249,0.823789655,2.50953375,0.310531751,157.3680894
1.40E+12,3.4098,0.672213,0.815483,-177.0020413,-67.77574985,154.6995101,2.23857227,-1.467274518,-0.116947963,-176.1016719,-67.60554089,4.97639956,6.925673292,-3.267048317,0.812247138,2.446742708,0.302421683,157.0711959
1.40E+12,3.357386,0.711873,0.808595,-176.6319547,-67.85909058,154.002682,2.301680413,-1.475719149,-0.123294635,-175.7304687,-67.6830114,4.277064352,6.988781435,-3.275492948,0.805900466,2.383634565,0.293977052,156.3718607
1.40E+12,3.302618,0.753095,0.80856,-174.9396242,-68.0631622,152.0651426,2.36976145,-1.483905674,-0.121639149,-174.06495,-67.86083279,2.367082719,7.056862471,-3.283679473,0.807555952,2.315553528,0.285790527,154.4618791
1.40E+12,3.246186,0.796001,0.808473,-172.396601,-68.39393366,149.3210092,2.43863684,-1.493393669,-0.121929968,-171.5497681,-68.1788969,-0.352973013,7.125737862,-3.293167468,0.807265133,2.246678138,0.276302532,151.7418234
1.40E+12,3.18904,0.842229,0.805683,-171.7703067,-68.3491598,148.5766706,2.511249294,-1.504978737,-0.12353157,-170.9617829,-68.11444508,-1.057934518,7.198350316,-3.304752536,0.805663531,2.174065684,0.264717464,151.0368619
1.40E+12,3.131782,0.892641,0.80825,-173.2036018,-68.11801223,150.0377438,2.585824105,-1.521389469,-0.121471559,-172.3593224,-67.8857292,0.375440645,7.272925127,-3.321163267,0.807723542,2.099490873,0.248306732,152.470237
1.40E+12,3.07215,0.947199,0.818721,-175.5365603,-68.6016492,152.3990888,2.666663891,-1.539241136,-0.109927841,-174.6597563,-68.35328063,2.702080967,7.353764913,-3.339014935,0.81926726,2.018651087,0.230455065,154.7968773
1.40E+12,3.011278,1.003458,0.829602,-177.269112,-69.69759551,154.2231979,2.748727826,-1.559526116,-0.099818847,-176.315816,-69.4598988,4.45965234,7.435828848,-3.359299915,0.829376254,1.936587152,0.210170085,156.5544487
1.40E+12,2.950628,1.059858,0.833862,-178.3823391,-70.44702667,155.4843955,2.831087508,-1.578893068,-0.094598356,-177.391056,-70.19236432,5.67820141,7.51818853,-3.378666867,0.834596745,1.85422747,0.190803133,157.7729978
